0,1,135.0,30.0,0.0
1,1,125.0,30.0,0.0
2,1,115.0,30.0,0.0
3,1,105.0,30.0,0.0
4,1,95.0,30.0,0.0
5,1,85.0,30.0,0.0
6,1,75.0,30.0,0.0
7,1,65.0,30.0,0.0
8,1,55.0,30.0,0.0
9,1,45.0,30.0,0.0
10,0,-90.0,-15.0,0.0
11,0,-90.0,-15.0,0.0
12,0,-90.0,-15.0,0.0
13,0,-90.0,-15.0,0.0
14,1,-90.0,-15.0,0.0
15,1,-90.0,-15.0,0.0
16,1,-90.0,-15.0,0.0
17,1,-90.0,-15.0,0.0
18,1,-90.0,-15.0,0.0
19,1,-90.0,-15.0,0.0
20,1,-90.0,-15.0,0.0
21,1,-80.0,-15.0,0.0
22,1,-70.0,-15.0,0.0
23,1,-60.0,-15.0,0.0
24,1,-50.0,-15.0,0.0
25,1,-40.0,-15.0,0.0
26,1,-30.0,-15.0,0.0
27,1,-20.0,-15.0,0.0
28,1,-10.0,-15.0,0.0
29,1,0.0,0.0,0.0
30,1,0.0,0.0,0.0
31,1,0.0,0.0,0.0
32,1,0.0,0.0,0.0
33,1,0.0,0.0,0.0
34,1,0.0,0.0,0.0
35,1,0.0,0.0,0.0
